,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-03 22:00:00,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297,0.366111297
2015-01-03 23:00:00,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841,0.368510841
2015-01-04 00:00:00,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344,0.370598344
2015-01-04 01:00:00,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065,0.370599065
2015-01-04 02:00:00,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953,0.375703953
2015-01-04 03:00:00,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179,0.374581179
2015-01-04 04:00:00,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175,0.372946175
2015-01-04 05:00:00,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158,0.370399158
2015-01-04 06:00:00,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901,0.362454901
2015-01-04 07:00:00,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428,0.353763428
